PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,6651 kingsbury,,,,,,,,,
Location:,"Lat, Lon: 34.57, -112.5",,,,,,,,,
Lat (deg N):,34.57,,,,,,,,,
Long (deg W):,112.5,,,,,,,,,
Elev (m):,1688.300049,,,,,,,,,
DC System Size (kW):,4,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.12,,,,,,,,,
Capacity Factor (%),"19.5	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
6,30,12,943,117,38,3,1058.334,62.754,2991.737,2875.924
6,30,13,440,482,38,3,913.603,59.753,2626.721,2527.005
6,30,14,509,388,37,3,842.594,56.948,2458.657,2365.936
6,30,15,493,307,36,4,674.253,50.701,2027.321,1951.35
6,30,16,2,136,35,4,130.424,38.109,420.492,391.7
6,30,17,413,150,34,3,285.284,39.811,849.056,810.028
6,30,18,105,89,31,2,91.805,32.919,283.446,257.567
6,30,19,0,12,29,1,11.362,27.946,38.509,17.402
6,30,20,0,0,27,1,0,27,0,0
6,30,21,0,0,26,1,0,26,0,0
6,30,22,0,0,25,1,0,25,0,0
6,30,23,0,0,24,0,0,24,0,0
7,1,0,0,0,23,0,0,23,0,0
7,1,1,0,0,23,0,0,23,0,0
7,1,2,0,0,23,0,0,23,0,0
7,1,3,0,0,22,0,0,22,0,0
7,1,4,0,0,22,0,0,22,0,0
7,1,5,0,0,23,1,0,23,0,0
7,1,6,454,60,25,1,90.968,25.886,231.061,206.249
7,1,7,656,91,28,1,296.154,35.842,855.623,816.425
7,1,8,754,115,31,1,520.621,46.356,1555.113,1495.497
7,1,9,818,130,33,1,726.657,54.942,2126.968,2047.281
7,1,10,858,139,35,1,887.407,61.902,2516.199,2421.112
7,1,11,423,381,36,2,798.4,57.314,2326.84,2239.421
7,1,12,15,225,37,2,235.345,44.305,735.441,699.293
7,1,13,58,431,37,2,480.68,48.825,1466.971,1410.179
7,1,14,127,456,37,2,563.995,51.559,1695.786,1631.515
7,1,15,352,347,37,2,605.129,52.789,1801.022,1733.148
7,1,16,229,282,36,2,399.572,46.849,1217.591,1168.395
7,1,17,389,154,35,1,280.972,43.836,821.974,783.644
7,1,18,44,86,31,0,83.36,35.156,264.381,238.894
7,1,19,0,10,28,0,9.464,26.42,32.309,11.315
7,1,20,0,0,27,0,0,27,0,0
7,1,21,0,0,26,0,0,26,0,0
7,1,22,0,0,24,0,0,24,0,0
7,1,23,0,0,24,0,0,24,0,0
7,2,0,0,0,23,1,0,23,0,0
7,2,1,0,0,23,1,0,23,0,0
7,2,2,0,0,22,1,0,22,0,0
7,2,3,0,0,22,1,0,22,0,0
7,2,4,0,0,22,1,0,22,0,0
7,2,5,0,0,23,2,0,23,0,0
7,2,6,432,56,26,2,84.849,26.653,213.711,189.248
7,2,7,687,81,31,2,295.851,37.62,841.682,802.844
7,2,8,800,95,34,2,524.958,47.08,1559.087,1499.343
7,2,9,858,107,36,2,730.538,54.727,2139.939,2059.762
7,2,10,242,443,37,3,648.441,52.335,1940.856,1868.035
7,2,11,118,496,38,3,608.954,52.288,1824.337,1755.651
7,2,12,45,450,38,4,489.425,48.508,1496.2,1438.479
7,2,13,14,209,38,4,217.778,42.664,686.315,651.375
7,2,14,347,415,38,3,722.976,53.863,2146.058,2065.649
7,2,15,20,268,37,3,271.078,43.91,848.419,809.407
7,2,16,0,26,36,2,24.684,36.293,80.331,58.449
7,2,17,385,155,35,1,280.781,42.24,828.823,790.316
7,2,18,0,70,32,0,65.383,35.478,213.643,189.181
7,2,19,0,7,30,0,6.62,28.193,22.411,1.598
7,2,20,0,0,28,0,0,28,0,0
7,2,21,0,0,26,1,0,26,0,0
7,2,22,0,0,24,1,0,24,0,0
7,2,23,0,0,23,2,0,23,0,0
7,3,0,0,0,23,2,0,23,0,0
7,3,1,0,0,22,2,0,22,0,0
7,3,2,0,0,22,1,0,22,0,0
7,3,3,0,0,22,0,0,22,0,0
7,3,4,0,0,22,0,0,22,0,0
7,3,5,0,0,24,0,0,24,0,0
7,3,6,463,56,26,0,87.015,26.873,215.966,191.458
7,3,7,678,82,30,1,293.359,37.773,834.232,795.587
7,3,8,795,94,32,2,520.763,44.967,1563.473,1503.585
7,3,9,850,108,34,2,725.38,52.624,2149.22,2068.691
7,3,10,878,120,35,2,885.79,57.988,2567.361,2470.146
7,3,11,83,479,36,2,552.203,51.391,1662.337,1599.189
7,3,12,368,511,36,2,885.303,58.494,2563.591,2466.533
7,3,13,44,436,35,1,472.302,51.252,1422.9,1367.492
7,3,14,169,459,34,1,604.406,52.369,1809.241,1741.081
7,3,15,13,220,33,1,219.789,40.873,698.743,663.499
7,3,16,0,16,32,1,15.185,31.834,50.513,29.185
7,3,17,63,176,31,1,186.868,35.214,601.585,568.676
7,3,18,131,88,29,0,94.215,32.585,286.759,260.812
7,3,19,0,13,27,0,12.312,25.612,42.192,21.017
7,3,20,0,0,26,0,0,26,0,0
7,3,21,0,0,25,0,0,25,0,0
7,3,22,0,0,24,0,0,24,0,0
7,3,23,0,0,23,0,0,23,0,0
7,4,0,0,0,23,0,0,23,0,0
7,4,1,0,0,22,0,0,22,0,0
7,4,2,0,0,22,0,0,22,0,0
7,4,3,0,0,22,0,0,22,0,0
7,4,4,0,0,21,0,0,21,0,0
7,4,5,0,0,22,0,0,22,0,0
7,4,6,392,58,25,0,82.486,25.528,214.688,190.205
7,4,7,694,78,28,0,293.987,38.303,831.108,792.543
7,4,8,793,96,31,1,521.167,46.364,1553.357,1493.798
7,4,9,850,109,32,1,726.014,53.96,2135.532,2055.522
7,4,10,881,120,34,2,888.244,57.079,2587.468,2489.409
7,4,11,63,460,35,2,514.012,49.474,1563.294,1503.412
7,4,12,465,375,35,2,851.804,56.623,2492.314,2398.213
7,4,13,504,391,36,3,891.313,56.889,2603.826,2505.078
7,4,14,432,417,35,3,800.679,54.029,2374.365,2285.053
7,4,15,414,320,35,2,629.377,52.046,1879.865,1809.224
7,4,16,444,228,34,2,474.241,46.77,1434.948,1379.164
7,4,17,106,183,32,2,208.717,37.578,658.616,624.347
7,4,18,38,85,31,1,81.917,32.844,263.76,238.285
7,4,19,0,9,29,1,8.516,27.806,28.881,7.95
7,4,20,0,0,27,1,0,27,0,0
7,4,21,0,0,25,1,0,25,0,0
7,4,22,0,0,24,1,0,24,0,0
7,4,23,0,0,23,1,0,23,0,0
7,5,0,0,0,23,1,0,23,0,0
7,5,1,0,0,23,0,0,23,0,0
7,5,2,0,0,22,0,0,22,0,0
7,5,3,0,0,21,0,0,21,0,0
7,5,4,0,0,21,0,0,21,0,0
7,5,5,0,0,23,0,0,23,0,0
7,5,6,420,60,25,1,86.279,25.734,223.112,198.46
7,5,7,643,90,27,2,288.828,33.372,843.116,804.241
7,5,8,772,102,29,1,515.432,44.199,1554.366,1494.774
7,5,9,837,114,30,1,721.232,51.876,2145.625,2065.232
7,5,10,109,440,32,1,525.271,49.162,1599.602,1538.534
7,5,11,21,337,33,1,345.048,44.217,1078.731,1033.514
7,5,12,894,134,33,1,1027.429,62.362,2910.899,2798.758
7,5,13,443,479,33,2,915.043,57.543,2663.534,2562.251
7,5,14,420,417,33,2,790.418,54.282,2340.752,2252.781
7,5,15,12,211,32,3,210.445,37.602,680.161,645.371
7,5,16,152,287,31,3,361.783,38.702,1153.278,1105.948
7,5,17,285,172,28,3,261.618,33.706,817.726,779.504
7,5,18,0,53,26,3,50.212,26.435,171.406,147.78
7,5,19,0,5,24,2,4.727,22.583,16.429,0
7,5,20,0,0,23,1,0,23,0,0
7,5,21,0,0,22,0,0,22,0,0
7,5,22,0,0,21,0,0,21,0,0
7,5,23,0,0,21,0,0,21,0,0
7,6,0,0,0,21,0,0,21,0,0
7,6,1,0,0,20,0,0,20,0,0
7,6,2,0,0,20,0,0,20,0,0
7,6,3,0,0,19,0,0,19,0,0
7,6,4,0,0,19,0,0,19,0,0
7,6,5,0,0,19,0,0,19,0,0
7,6,6,0,34,20,1,32.237,18.769,114.036,91.518
7,6,7,332,149,20,1,244.164,25.835,776.574,739.397
7,6,8,26,219,20,1,221.61,26.167,755.34,718.696
7,6,9,11,199,21,0,197.822,28.813,667.392,632.912
7,6,10,0,68,21,0,64.804,23.258,224.542,199.862
7,6,11,34,403,23,0,429.261,38.047,1384.79,1330.564
7,6,12,11,164,24,1,171.313,29.521,576.257,543.943
7,6,13,25,366,25,1,384.191,35.851,1253.032,1202.792
7,6,14,10,164,24,2,165.666,28.033,561.194,529.23
7,6,15,331,354,23,2,597.794,37.594,1925.86,1853.578
7,6,16,476,217,22,1,482.435,37.681,1527.739,1469.008
7,6,17,314,167,21,1,267.296,29.735,848.146,809.141
7,6,18,461,61,20,1,107.72,22.653,280.002,254.195
7,6,19,0,18,19,0,17.068,17.516,60.721,39.205
7,6,20,0,0,18,0,0,18,0,0
7,6,21,0,0,18,0,0,18,0,0
7,6,22,0,0,18,0,0,18,0,0
7,6,23,0,0,17,0,0,17,0,0
7,7,0,0,0,17,0,0,17,0,0
7,7,1,0,0,17,0,0,17,0,0
7,7,2,0,0,16,0,0,16,0,0
7,7,3,0,0,15,0,0,15,0,0
7,7,4,0,0,15,0,0,15,0,0
7,7,5,0,0,16,0,0,16,0,0
7,7,6,143,73,19,0,74.947,18.639,240.171,215.176
7,7,7,462,125,22,0,262.874,30.986,797.37,759.667
7,7,8,841,79,25,1,528.47,40.528,1619.788,1558.055
7,7,9,897,87,26,1,736.935,48.516,2230.823,2147.165
7,7,10,929,94,27,2,903.508,50.727,2724.224,2620.33
7,7,11,940,102,28,2,1009.325,54.67,2984.302,2868.83
7,7,12,395,517,29,3,919.21,51.016,2772.805,2666.796
7,7,13,940,105,29,3,1021.405,53.047,3047.038,2928.679
7,7,14,496,392,29,3,837.675,49.255,2548.465,2452.039
7,7,15,520,298,29,3,688.438,45.541,2127.04,2047.35
7,7,16,123,284,28,2,342.922,37.64,1100.42,1054.593
7,7,17,22,156,27,2,154.453,30.654,513.23,482.368
7,7,18,95,88,24,1,90.2,25.609,289.937,263.924
7,7,19,0,11,22,0,10.413,20.106,36.611,15.539
7,7,20,0,0,21,0,0,21,0,0
7,7,21,0,0,20,0,0,20,0,0
7,7,22,0,0,20,0,0,20,0,0
7,7,23,0,0,20,0,0,20,0,0
7,8,0,0,0,20,0,0,20,0,0
7,8,1,0,0,20,0,0,20,0,0
7,8,2,0,0,19,0,0,19,0,0
7,8,3,0,0,18,0,0,18,0,0
7,8,4,0,0,18,0,0,18,0,0
7,8,5,0,0,19,0,0,19,0,0
7,8,6,216,69,21,1,77.21,21.292,232.794,207.948
7,8,7,121,166,24,0,193.009,30.297,625.578,592.101
7,8,8,5,159,26,0,153.697,31.905,510.687,479.883
7,8,9,20,263,28,0,265.719,37.846,857.568,818.32
7,8,10,13,206,29,0,208.46,37.663,673.714,639.081
7,8,11,21,328,30,0,336.34,42.806,1059.177,1014.506
7,8,12,179,522,31,1,702.997,51.658,2113.327,2034.154
7,8,13,150,506,30,1,652.555,50.696,1971.755,1897.817
7,8,14,17,266,29,1,270.331,38.564,869.76,830.194
7,8,15,15,241,28,1,241.563,34.994,790.889,753.35
7,8,16,29,235,27,1,241.249,33.838,792.739,755.153
7,8,17,0,28,25,1,26.549,25.023,91.233,69.146
7,8,18,0,71,24,0,66.257,24.041,228.737,203.973
7,8,19,0,7,22,0,6.62,19.59,23.331,2.501
7,8,20,0,0,21,0,0,21,0,0
7,8,21,0,0,21,0,0,21,0,0
7,8,22,0,0,20,0,0,20,0,0
7,8,23,0,0,20,0,0,20,0,0
7,9,0,0,0,20,0,0,20,0,0
7,9,1,0,0,20,0,0,20,0,0
7,9,2,0,0,20,0,0,20,0,0
7,9,3,0,0,20,0,0,20,0,0
7,9,4,0,0,19,0,0,19,0,0
7,9,5,0,0,20,0,0,20,0,0
7,9,6,234,67,22,0,75.199,21.844,222.402,197.765
7,9,7,704,72,24,0,289.804,34.041,832.058,793.469
7,9,8,254,259,26,0,385.515,41.104,1205.302,1156.465
7,9,9,562,265,28,0,671.49,52.916,1991.479,1916.823
7,9,10,440,398,29,0,784.477,58.781,2265.537,2180.529
7,9,11,347,452,30,1,791.989,54.813,2340.207,2252.258
7,9,12,357,472,30,1,836.848,56.046,2456.369,2363.741
7,9,13,39,422,30,1,454.056,45.657,1408.972,1353.997
7,9,14,11,174,30,2,176.203,34.635,578.099,545.741
7,9,15,430,315,29,2,638.281,44.58,1983.053,1908.704
7,9,16,377,251,28,2,457.418,40.401,1433.824,1378.074
7,9,17,157,183,27,1,227.006,34.389,721.342,685.543
7,9,18,204,84,26,0,98.631,30.079,290.553,264.528
7,9,19,0,13,24,0,12.312,22.475,42.818,21.632
7,9,20,0,0,22,0,0,22,0,0
7,9,21,0,0,22,0,0,22,0,0
7,9,22,0,0,21,0,0,21,0,0
7,9,23,0,0,21,0,0,21,0,0
7,10,0,0,0,21,0,0,21,0,0
7,10,1,0,0,21,0,0,21,0,0
7,10,2,0,0,20,0,0,20,0,0
7,10,3,0,0,20,0,0,20,0,0
7,10,4,0,0,20,0,0,20,0,0
7,10,5,0,0,20,0,0,20,0,0
7,10,6,403,54,22,0,77.115,21.918,200.758,176.552
7,10,7,689,73,25,1,285.551,32.411,826.963,788.504
7,10,8,337,243,27,1,414.157,39.242,1302.099,1250.394
7,10,9,414,305,28,1,603.505,46.249,1856.649,1786.829
7,10,10,21,307,29,1,313.123,39.618,1002.072,958.975
7,10,11,252,490,30,1,732.811,51.425,2205.511,2122.83
7,10,12,21,342,30,1,351.308,42.277,1109.33,1063.252
7,10,13,21,336,30,1,344.561,40.464,1098.107,1052.346
7,10,14,427,416,29,1,797.448,52.364,2386.317,2296.526
7,10,15,331,357,28,1,601.917,47.727,1841.128,1771.854
7,10,16,230,275,27,1,395.236,40.045,1247.392,1197.319
7,10,17,483,135,26,0,298.123,38.853,884.496,844.545
7,10,18,431,64,25,0,107.408,30.116,275.067,249.361
7,10,19,0,15,24,0,14.214,22.696,49.378,28.071
7,10,20,0,0,22,0,0,22,0,0
7,10,21,0,0,22,0,0,22,0,0
7,10,22,0,0,22,0,0,22,0,0
7,10,23,0,0,21,0,0,21,0,0
7,11,0,0,0,21,0,0,21,0,0
7,11,1,0,0,21,0,0,21,0,0
7,11,2,0,0,21,0,0,21,0,0
7,11,3,0,0,20,0,0,20,0,0
7,11,4,0,0,20,0,0,20,0,0
7,11,5,0,0,20,0,0,20,0,0
7,11,6,174,69,21,0,73.216,20.718,227.358,202.621
7,11,7,246,157,24,0,223.573,31.472,701.785,666.467
7,11,8,90,259,26,0,294.697,37.434,946.598,905.001
7,11,9,16,240,27,0,240.785,37.058,780.21,742.942
7,11,10,387,388,28,0,725.373,53.773,2153.569,2072.875
7,11,11,126,495,29,0,616.911,54.076,1830.348,1761.451
7,11,12,0,94,29,0,89.908,36.25,292.656,266.587
7,11,13,9,151,29,1,153.377,32.456,508.649,477.891
7,11,14,32,366,29,1,386.754,39.858,1236.228,1186.484
7,11,15,91,369,29,1,426.425,42.023,1346.426,1293.378
7,11,16,778,108,28,1,550.977,44.803,1668.225,1604.88
7,11,17,675,91,27,1,325.027,37.754,947.025,905.417
7,11,18,456,61,25,0,107.561,30.363,270.324,244.715
7,11,19,0,15,23,0,14.214,21.654,49.618,28.307
7,11,20,0,0,21,0,0,21,0,0
7,11,21,0,0,21,0,0,21,0,0
7,11,22,0,0,21,0,0,21,0,0
7,11,23,0,0,21,0,0,21,0,0
7,12,0,0,0,20,0,0,20,0,0
7,12,1,0,0,20,0,0,20,0,0
7,12,2,0,0,19,0,0,19,0,0
7,12,3,0,0,18,0,0,18,0,0
7,12,4,0,0,18,0,0,18,0,0
7,12,5,0,0,19,0,0,19,0,0
7,12,6,437,50,21,1,75.084,21.222,189.739,165.752
7,12,7,715,70,24,1,289.542,31.512,838.797,800.033
7,12,8,828,82,27,1,522.176,42.424,1584.455,1523.883
7,12,9,882,93,28,1,730.829,50.242,2192.078,2109.913
7,12,10,394,386,29,1,729.581,51.961,2187.366,2105.382
7,12,11,124,494,29,1,614.181,48.768,1874.909,1804.444
7,12,12,258,509,30,1,776.163,53.753,2307.009,2220.374
7,12,13,266,493,30,1,759.542,53.903,2255.637,2171.015
7,12,14,130,454,30,1,566.907,48.532,1732.281,1666.772
7,12,15,330,354,29,1,598.837,47.7,1831.994,1763.04
7,12,16,73,271,28,1,300.745,38.237,964.538,922.459
7,12,17,0,30,27,0,28.447,29.087,95.89,73.715
7,12,18,0,36,25,0,34.135,23.621,118.074,95.478
7,12,19,0,3,23,0,2.835,20.069,9.968,0
7,12,20,0,0,23,0,0,23,0,0
7,12,21,0,0,23,0,0,23,0,0
7,12,22,0,0,23,0,0,23,0,0
7,12,23,0,0,22,0,0,22,0,0
7,13,0,0,0,22,0,0,22,0,0
7,13,1,0,0,22,0,0,22,0,0
7,13,2,0,0,22,0,0,22,0,0
7,13,3,0,0,23,0,0,23,0,0
7,13,4,0,0,22,0,0,22,0,0
7,13,5,0,0,22,0,0,22,0,0
7,13,6,0,7,23,0,6.62,19.816,23.307,2.478
7,13,7,143,162,25,0,195.734,30.744,629.223,595.659
7,13,8,364,235,27,0,420.43,42.628,1297.393,1245.828
7,13,9,190,362,28,1,490.95,43.051,1539.29,1480.186
7,13,10,242,437,29,1,643.417,48.652,1964.024,1890.366
7,13,11,61,454,29,2,507.048,42.658,1597.944,1536.93
7,13,12,48,454,30,2,497.636,43.015,1565.462,1505.51
7,13,13,195,505,30,2,696.577,47.93,2135.885,2055.861
7,13,14,17,272,30,2,276.298,37.966,891.636,851.498
7,13,15,119,376,30,2,458.51,41.349,1452.305,1395.975
7,13,16,390,248,30,2,462.817,41.996,1438.631,1382.731
7,13,17,747,71,29,1,332.373,39.581,951.066,909.35
7,13,18,469,59,26,0,107.214,31.433,265.28,239.775
7,13,19,0,16,24,0,15.166,22.762,52.669,31.302
7,13,20,0,0,23,0,0,23,0,0
7,13,21,0,0,24,0,0,24,0,0
7,13,22,0,0,24,0,0,24,0,0
7,13,23,0,0,23,0,0,23,0,0
7,14,0,0,0,22,0,0,22,0,0
7,14,1,0,0,21,0,0,21,0,0
7,14,2,0,0,19,0,0,19,0,0
7,14,3,0,0,18,0,0,18,0,0
7,14,4,0,0,18,0,0,18,0,0
7,14,5,0,0,20,0,0,20,0,0
7,14,6,394,58,23,1,78.65,23.41,208.37,184.014
7,14,7,619,91,26,1,277.8,33.193,809.481,771.47
7,14,8,771,100,30,2,509.125,42.632,1545.682,1486.371
7,14,9,846,108,31,3,719.566,47.47,2190.664,2108.554
7,14,10,892,113,32,3,890.37,52.676,2656.739,2555.746
7,14,11,920,114,33,4,1003.391,54.467,2970.073,2855.25
7,14,12,352,470,34,4,831.452,52.193,2492.284,2398.184
7,14,13,923,115,34,4,1017.953,55.632,2994.324,2878.393
7,14,14,905,112,33,4,921.042,53.042,2744.379,2639.61
7,14,15,866,108,32,4,761.705,48.656,2309.868,2223.12
7,14,16,267,274,31,4,418.331,40.27,1317.345,1265.179
7,14,17,532,121,30,4,302.653,36.16,903.778,863.32
7,14,18,380,68,27,3,104.287,28.848,276.456,250.722
7,14,19,63,13,25,1,9.928,23.782,34.315,13.284
7,14,20,0,0,23,1,0,23,0,0
7,14,21,0,0,22,1,0,22,0,0
7,14,22,0,0,21,1,0,21,0,0
7,14,23,0,0,20,1,0,20,0,0
7,15,0,0,0,19,0,0,19,0,0
7,15,1,0,0,18,0,0,18,0,0
7,15,2,0,0,18,0,0,18,0,0
7,15,3,0,0,17,0,0,17,0,0
7,15,4,0,0,17,0,0,17,0,0
7,15,5,0,0,18,1,0,18,0,0
7,15,6,495,48,21,2,76.037,21.265,185.469,161.566
7,15,7,723,71,24,3,291.325,29.648,850.18,811.122
7,15,8,838,84,27,4,528.056,37.65,1640.911,1578.478
7,15,9,903,92,29,4,744.304,44.601,2299.385,2213.05
7,15,10,943,97,30,4,918.497,49.554,2786.76,2680.139
7,15,11,967,100,31,5,1034.78,51.31,3115.732,2994.169
7,15,12,983,99,32,5,1084.902,53.436,3230.19,3103.193
7,15,13,990,94,32,5,1062.514,53.091,3168.992,3044.916
7,15,14,990,87,32,5,971.756,51.347,2921.935,2809.296
7,15,15,976,79,31,4,815.28,48.854,2468.831,2375.693
7,15,16,941,70,30,4,606.054,43.279,1844.34,1774.953
7,15,17,869,59,28,3,364.575,36.675,1050.902,1006.461
7,15,18,705,44,24,2,122.378,26.815,275.72,250.001
7,15,19,201,13,20,1,9.422,18.669,33.345,12.332
7,15,20,0,0,17,1,0,17,0,0
7,15,21,0,0,17,1,0,17,0,0
7,15,22,0,0,17,1,0,17,0,0
7,15,23,0,0,17,1,0,17,0,0
7,16,0,0,0,17,0,0,17,0,0
7,16,1,0,0,17,0,0,17,0,0
7,16,2,0,0,17,0,0,17,0,0
7,16,3,0,0,16,0,0,16,0,0
7,16,4,0,0,14,1,0,14,0,0
7,16,5,0,0,15,1,0,15,0,0
7,16,6,595,42,19,1,78.963,19.282,181.967,158.133
7,16,7,796,61,24,2,303.283,30.688,872.68,833.038
7,16,8,889,74,26,3,544.658,38.09,1686.672,1622.708
7,16,9,938,84,28,4,761.15,43.991,2358.444,2269.768
7,16,10,964,92,29,5,931.67,47.105,2863.467,2753.452
7,16,11,977,97,30,5,1041.626,50.455,3150.727,3027.516
7,16,12,979,100,31,5,1082.318,52.394,3240.704,3113.202
7,16,13,974,99,31,5,1052.45,51.894,3159.334,3035.716
7,16,14,961,95,31,5,954.552,50.001,2891.007,2779.76
7,16,15,934,88,30,4,793.285,47.39,2421.196,2329.998
7,16,16,886,78,29,4,583.165,41.767,1789.761,1722.277
7,16,17,799,66,28,3,345.789,36.188,1003.022,959.899
7,16,18,623,48,25,2,116.493,27.615,271.181,245.555
7,16,19,144,12,21,1,8.589,19.645,30.26,9.304
7,16,20,0,0,19,1,0,19,0,0
7,16,21,0,0,18,1,0,18,0,0
7,16,22,0,0,18,1,0,18,0,0
7,16,23,0,0,18,1,0,18,0,0
7,17,0,0,0,18,1,0,18,0,0
7,17,1,0,0,17,1,0,17,0,0
7,17,2,0,0,16,1,0,16,0,0
7,17,3,0,0,15,1,0,15,0,0
7,17,4,0,0,14,1,0,14,0,0
7,17,5,0,0,16,1,0,16,0,0
7,17,6,512,46,19,2,74.369,19.167,180.096,156.299
7,17,7,734,70,22,3,292.649,27.652,860.339,821.019
7,17,8,839,85,24,3,528.866,35.71,1659.073,1596.034
7,17,9,897,96,26,3,743.723,43.128,2315.168,2228.211
7,17,10,930,103,28,4,913.451,47.49,2801.887,2694.601
7,17,11,942,111,29,4,1022.339,50.989,3083.596,2963.538
7,17,12,947,113,30,4,1063.801,52.993,3174.982,3050.622
7,17,13,452,413,30,4,867.481,49.103,2643.378,2542.954
7,17,14,478,359,30,4,793.85,47.24,2441.052,2349.048
7,17,15,118,375,30,4,457.578,40.149,1458.244,1401.727
7,17,16,116,280,29,4,334.193,35.893,1082.135,1036.823
7,17,17,247,173,28,3,250.689,33.384,789.083,751.59
7,17,18,84,84,25,2,85.542,26.473,275.13,249.422
7,17,19,0,8,22,1,7.568,20.486,26.563,5.674
7,17,20,0,0,20,1,0,20,0,0
7,17,21,0,0,19,0,0,19,0,0
7,17,22,0,0,18,0,0,18,0,0
7,17,23,0,0,18,0,0,18,0,0
7,18,0,0,0,18,0,0,18,0,0
7,18,1,0,0,18,0,0,18,0,0
7,18,2,0,0,18,0,0,18,0,0
7,18,3,0,0,18,0,0,18,0,0
7,18,4,0,0,19,0,0,19,0,0
7,18,5,0,0,19,0,0,19,0,0
7,18,6,501,46,21,0,73.112,20.694,176.93,153.195
7,18,7,732,68,24,1,289.573,31.504,834.436,795.785
7,18,8,842,81,26,2,526.206,39.116,1622.19,1560.378
7,18,9,901,90,28,3,740.423,45.015,2282.322,2196.658
7,18,10,936,96,29,3,911.667,50.263,2755.614,2650.356
7,18,11,956,100,30,3,1025.019,54.074,3040.606,2922.545
7,18,12,965,100,31,3,1069.149,56.231,3135.027,3012.557
7,18,13,964,98,32,3,1042.592,56.716,3048.561,2930.131
7,18,14,955,92,32,3,946.981,54.599,2797.877,2690.767
7,18,15,929,86,31,3,788.096,49.953,2373.03,2283.771
7,18,16,880,77,30,3,579.019,43.968,1757.112,1690.754
7,18,17,795,65,29,3,343.301,37.127,990.798,948.009
7,18,18,617,47,26,2,114.423,28.573,264.434,238.946
7,18,19,131,11,22,0,7.799,20.355,27.39,6.487
7,18,20,0,0,20,0,0,20,0,0
7,18,21,0,0,20,0,0,20,0,0
7,18,22,0,0,20,1,0,20,0,0
7,18,23,0,0,20,0,0,20,0,0
7,19,0,0,0,20,0,0,20,0,0
7,19,1,0,0,20,0,0,20,0,0
7,19,2,0,0,20,0,0,20,0,0
7,19,3,0,0,20,0,0,20,0,0
7,19,4,0,0,19,0,0,19,0,0
7,19,5,0,0,20,0,0,20,0,0
7,19,6,543,41,22,0,70.852,21.656,162.432,138.981
7,19,7,754,61,25,1,288.873,32.484,824.013,785.63
7,19,8,853,75,28,2,525.649,41.088,1603.325,1542.134
7,19,9,906,85,30,3,738.833,46.948,2254.37,2169.797
7,19,10,935,94,31,3,908.884,52.146,2719.608,2615.914
7,19,11,942,106,32,3,1017.902,55.847,2990.369,2874.619
7,19,12,944,111,32,3,1059.633,56.974,3094.404,2973.841
7,19,13,491,410,33,4,903.464,52.763,2699.608,2596.777
7,19,14,922,106,33,3,932.179,54.954,2748.905,2643.939
7,19,15,893,98,32,3,773.473,50.579,2321.626,2234.414
7,19,16,842,87,31,3,567.584,44.671,1717.468,1652.463
7,19,17,749,73,30,2,335.009,39.078,961.46,919.464
7,19,18,559,52,27,1,110.405,30.217,260.447,235.04
7,19,19,81,11,23,1,8.387,21.683,29.275,8.337
7,19,20,0,0,21,0,0,21,0,0
7,19,21,0,0,20,0,0,20,0,0
7,19,22,0,0,20,0,0,20,0,0
7,19,23,0,0,19,0,0,19,0,0
7,20,0,0,0,19,0,0,19,0,0
7,20,1,0,0,19,1,0,19,0,0
7,20,2,0,0,19,0,0,19,0,0
7,20,3,0,0,19,0,0,19,0,0
7,20,4,0,0,19,0,0,19,0,0
7,20,5,0,0,19,0,0,19,0,0
7,20,6,518,44,21,1,71.42,21.101,169.53,145.94
7,20,7,746,65,24,1,289.88,31.506,832.487,793.887
7,20,8,852,79,27,2,528.8,40.176,1620.757,1558.992
7,20,9,914,87,29,3,746.503,46.141,2287.42,2201.556
7,20,10,951,92,30,4,920.834,49.605,2793.066,2686.168
7,20,11,970,96,31,4,1035.045,53.205,3084.879,2964.761
7,20,12,978,96,32,4,1078.934,55.261,3180.631,3056.002
7,20,13,974,95,32,4,1050.173,54.765,3103.847,2982.842
7,20,14,957,92,32,4,949.511,52.694,2834.569,2725.839
7,20,15,923,88,31,4,786.111,48.219,2389.032,2299.132
7,20,16,868,80,30,3,575.354,43.881,1747.18,1681.162
7,20,17,772,68,29,3,337.974,36.996,977.532,935.102
7,20,18,577,50,26,2,110.353,28.447,259.123,233.743
7,20,19,83,11,24,1,8.394,22.722,29.156,8.22
7,20,20,0,0,22,1,0,22,0,0
7,20,21,0,0,20,1,0,20,0,0
7,20,22,0,0,19,0,0,19,0,0
7,20,23,0,0,18,0,0,18,0,0
7,21,0,0,0,18,0,0,18,0,0
